spp,trapDay,ppt_1_1,ppt_2_1,ppt_15_1
37,16359,0,0,0
6,16366,0.006142414,0,0.004735396
19,16373,0,0,0
5,16379,3.82E-06,0,0
0,16393,0,0,0
0,16407,0,0,0
0,16414,0,0,0
0,16421,0.149357736,1.04E-06,0.01153574
0,16078,0,0,0
0,16085,0,0,0
0,16106,0,0,0
0,16113,0,0,1.84E-07
0,16120,0,0,0
0,16134,1.086829112,0,0
0,16141,0,0,0
0,16148,0,0,0
0,16155,0,0,0
0,16162,0,0,0
0,16169,0,0,0
0,16176,0,0,0
0,16183,3.24E-06,0,0
0,16190,0,0,5.07E-07
0,16197,0,0,0
0,16204,0,0,0
0,16218,0,0,0
0,16225,0,0,0
0,16232,0,0,0
0,16239,0,0,0
0,16246,0,0,0
0,16267,0,0,0
0,16274,3.40E-06,0,0.006059684
0,16281,0,7.25E-06,0.000164488
1,16288,0.000235666,0,0.004371676
0,16295,1.02E-06,0.211639505,0
9,16302,0,0.685502105,0
2,16309,7.22E-06,0.000217122,0.253197881
3,16317,0,0,0.089033519
0,16324,0,0.000532123,0.000834164
0,16330,0,0.03529623,0
0,16337,0,0,0.000532123
0,16344,2.025830191,0,0.34657729
32,16350,0,0,0
16,16359,0,0,0
26,16366,0.009753194,0,0
33,16373,0,0,0
5,16379,4.79E-06,0,0
0,16393,0,0,0
0,16407,0,0,0
4,16414,0,0,0
0,16421,0.158535583,1.85E-07,0.014504165
0,16078,0,0,0
0,16085,0,3.70E-07,0
0,16106,0,0,0
0,16113,0,0,6.67E-06
0,16120,0,0,0
0,16134,1.275222633,0,0
0,16141,1.55E-11,0,0
0,16148,0,0,0
0,16155,0,0,0
0,16162,0,0,0
0,16169,0,0,8.86E-09
0,16176,2.69E-08,2.58E-08,0.001022696
0,16183,5.82E-06,5.05E-08,2.53E-08
0,16190,0,2.58E-08,0
0,16197,2.53E-08,2.53E-08,2.53E-08
0,16204,3.69E-08,7.45E-08,2.58E-08
0,16218,0,0,0
0,16225,0,0,0
0,16232,0,0,0
0,16239,0,0,0
0,16246,0,3.71E-08,0
5,16267,0,0.010665338,0
0,16274,0,0,0.016658675
0,16078,0,0,0
0,16085,0,9.60E-08,0
0,16106,0,0,0
0,16113,0,0,3.52E-06
0,16078,0,0,0
0,16085,0,1.46E-07,0
0,16106,0,0,0
0,16113,0,0,1.05E-06
0,16120,0,0,0
0,16134,0.951665126,0,0
0,16141,6.46E-12,0,0
0,16148,0,0,0
0,16155,0,0,0
0,16162,0,0,0
0,16169,0,0,0
0,16176,0,0,0.000122534
0,16183,3.95E-06,0,0
0,16190,0,0,1.88E-06
0,16197,0,0,0
0,16204,1.09E-09,0,0
0,16218,0,0,0
0,16225,0,0,0
0,16232,0,0,0
1,16239,0,0,0
1,16246,0,1.73E-08,0
5,16267,0,0,0
7,16274,1.84E-05,0,0.00928364
3,16281,0.001350556,0.000215017,0
1,16288,0.001708654,0,0
0,16295,3.94E-06,0.277296143,0
109,16302,0,0.137167407,0
0,16309,0,0.001639349,0.488939679
7,16317,0,0,0.070404027
0,16323,0.002291049,0.003917752,0
0,16330,0,0.017734981,0
17,16337,0,0,0.008572286
149,16344,1.90962696,0,0.302758788
0,16350,1.50E-06,0,0
16,16359,0,0,0
71,16366,0.042336604,0,0.009312771
12,16373,0,0,0
14,16379,4.83E-06,0,0
0,16393,0,0,0
0,16407,0,0.000362353,0
0,16414,0,0,0
0,16421,0.178720043,0,0.037825702
0,16078,0,0,0
0,16085,0,2.13E-07,0
0,16106,0,0,0
0,16113,0,0,1.97E-06
0,16120,0,0,0
0,16134,1.015339012,0,0
0,16141,1.91E-11,0,0
0,16148,0,0,0
2,16155,0,0,0
0,16162,0,0,0
0,16169,0,0,0
0,16176,0,0,0
0,16183,3.93E-06,0,0
0,16190,0,0,1.06E-06
0,16197,0,0,0
0,16204,0,0,0
0,16218,0,0,0
0,16225,0,0,0
0,16232,0,0,0
0,16239,0,0,0
0,16246,0,1.11E-08,0
0,16267,0,0,0
0,16274,1.61E-05,0,0.00545563
0,16078,0,0,0
0,16085,0,7.48E-08,0
0,16106,0,0,0
0,16113,0,0,2.22E-06
0,16120,0,0,0
0,16134,0.98992428,0,0
0,16141,0,0,0
0,16148,0,0,0
0,16155,0,0,0
0,16169,0,0,8.72E-10
0,16176,2.27E-09,1.99E-09,0
0,16183,2.44E-06,3.85E-09,1.94E-09
0,16190,0,1.96E-09,0
0,16197,1.92E-09,1.92E-09,1.92E-09
0,16204,2.66E-09,8.55E-09,1.96E-09
0,16218,0,0,0
0,16225,0,0,0
0,16232,0,0,0
0,16239,0,0,0
0,16246,0,1.23E-08,0
0,16267,0,0,0
0,16274,2.12E-05,0,0.001229496
0,16281,3.17E-05,0.000199502,0
1,16288,0.00485935,0,0
0,16295,0,0.132011279,0
0,16302,0,0.120287845,0
0,16309,0,0.001068036,0.392512363
0,16317,0,0,0.091437736
0,16323,0.027061839,0.003063971,0
0,16330,0,0.020976048,0
0,16337,0,0,0.004397914
0,16344,1.542067783,0,0.463439754
0,16350,1.17E-06,0,0
0,16359,0,0,0
0,16366,0.095968868,0,0
0,16373,0,0,0
0,16379,8.99E-06,0,0
0,16393,0,0,0
0,16407,0,0.000387466,0
0,16414,0,0,0
0,16421,0.17082626,1.91E-08,0.032163741
0,16078,0,0,0
0,16085,0,1.09E-07,0
0,16106,0,0,0
0,16113,0,0,4.52E-07
0,16120,0,0,0
0,16134,1.033224011,0,0
0,16141,7.92E-12,0,0
0,16148,0,0,0
0,16155,0,0,0
0,16162,0,0,0
0,16169,0,0,0
0,16176,0,0,0.000172606
0,16183,3.23E-06,0,0
0,16190,0,0,3.33E-07
0,16197,0,0,0
0,16204,0,0,0
0,16218,0,0,0
0,16225,0,0,0
0,16232,0,0,0
0,16239,0,0,0
0,16246,0,0,0
0,16267,0,0,0
0,16274,1.65E-05,0,0.002833625
0,16281,0,0.00021086,0
0,16288,0,0,0
0,16295,9.27E-07,0.160652336,0
0,16302,0,0.215648043,0
0,16309,0,0.000723797,0.37330458
0,16317,0,0,0.088786773
0,16324,8.89E-06,0.003402884,8.96E-05
10,16329,0,0.00036531,5.43E-07
1,16332,0.00036531,0.00096098,0.002168803
0,16336,0,0,0.000325618
6,16339,0,1.51E-06,0
7,16343,6.70E-05,0,0.02437248
6,16346,0,0,0
12,16350,0,0,0
0,16357,0.000181055,0.000109586,0
5,16360,0.000109586,0,0
15,16364,0,0,0
0,16371,0,0,0
1,16379,0,0,0
0,16393,0,0,0
0,16407,0,1.62E-05,0
1,16414,0,0,0
0,16421,0.168324689,0,0.026448045
0,16078,0,0,0
0,16085,0,0,0
0,16106,0,0,0
0,16113,0,0,5.79E-07
0,16120,0,0,0
0,16134,1.047508833,0,0
0,16141,0,0,0
0,16148,0,0,0
0,16155,0,0,0
0,16162,0,0,0
0,16169,0,0,0
0,16176,0,0,0.00072296
0,16183,2.64E-06,0,0
0,16190,0,0,1.43E-06
0,16197,0,0,0
0,16204,0,0,0
0,16218,0,0,0
0,16225,0,0,0
0,16232,0,0,0
0,16239,0,0,0
0,16246,0,0,0
1,16267,0,0,0
0,16274,1.38E-05,0,0.003166577
0,16078,0,0,0
0,16085,0,3.94E-07,0
0,16093,0,0,8.74E-06
0,16099,0,7.48E-07,0
0,16106,6.28E-05,0,0
0,16113,0,0,7.48E-07
0,16121,0,0,6.62E-06
0,16127,0,0,0
0,16134,0.892398633,0,0
0,16141,0,0,0
0,16147,0.000150723,0,0
0,16155,0,3.49E-06,0
0,16163,0,0.000803661,0
0,16169,0,0,0
0,16176,0,0,0.000803661
0,16183,0,0,0
0,16190,0,0,1.75E-05
0,16197,0,0,0
0,16204,0,0,0
0,16211,0,0,0
0,16219,0,0,0
0,16225,0,0,0
0,16232,0,0,0
0,16239,0,0,0
0,16246,0,4.93E-08,0
0,16253,0,0,0
0,16260,0.038842733,0.022886395,0
0,16267,0,0.002454417,0
0,16273,0,0,0.022886395
0,16281,0.001677418,0.000194929,0
0,16288,0.023398569,0,0
0,16294,0,0.007118565,0.000194929
0,16302,0,0.045576818,0
0,16309,0,0.000917043,0.228146531
4,16317,0,0,0.130471757
0,16323,0.089639106,0.010065779,0.0022856
0,16330,0,0.015436832,0
5,16337,0,0,0.000230956
0,16344,1.697695073,0,0.100035655
0,16350,7.90E-06,0,0
0,16358,5.51E-07,0,0
0,16365,0,0,0.099171261
1,16374,0,0,0
0,16379,0.000108992,0,0
0,16387,0,0,0
0,16392,0,0,0
0,16394,0.000105817,0,0
0,16407,0,0.000466641,0
0,16414,0,0,0
0,16421,0.121310339,5.50E-06,0.021614117
0,16078,0,0,0
0,16085,0,3.29E-07,0
0,16093,0,0,1.30E-05
0,16099,0,3.45E-06,0
0,16106,6.50E-05,0,0
0,16113,0,0,3.45E-06
0,16121,0,0,6.67E-06
0,16127,0,0,0
0,16134,0.847704025,0,0
0,16141,0,0,0
0,16147,4.13E-05,0,0
0,16155,0,3.59E-06,0
0,16163,0,0.001553342,0
0,16169,0,0,0
0,16176,9.13E-09,9.92E-09,0.001553342
0,16183,0,1.81E-08,8.94E-09
0,16190,0,1.01E-08,1.75E-05
0,16197,9.03E-09,9.03E-09,9.03E-09
0,16204,1.84E-08,0,1.01E-08
0,16211,0,0,1.81E-08
0,16219,0,0,0
0,16225,0,0,0
0,16232,0,0,0
0,16239,0,0,0
0,16246,0,4.34E-08,0
0,16253,0,0,0
0,16262,0.008334648,0.002392644,0
0,16267,0,0.005812458,0
0,16273,0,0,0.044522571
0,16281,0.002872204,0.000301234,0.000112104
0,16288,0.028413209,0,0.000953726
0,16294,0,0.020907438,0.000301234
0,16302,0,0.014310955,0
0,16309,0,0.001894168,0.317475391
0,16317,0,0,0.124531849
0,16323,0.123624225,0.031347814,0.00308208
0,16330,0,0.012714565,0
1,16337,0,0,0.001432421
0,16344,1.629977063,0,0.065193889
0,16350,2.15E-05,0,0
0,16358,7.47E-07,0,0
0,16365,0,0,0.125088892
0,16374,0,0,0
0,16379,1.46E-05,0,0
0,16388,0,0,0
0,16392,0,0,0
0,16394,0.000133122,0,0
0,16407,0,0.000630152,0
0,16414,0,0,0
0,16421,0.139375582,8.41E-06,0.032104519
0,16078,0,0,0
0,16085,0,4.93E-07,0
0,16093,0,0,1.40E-05
0,16099,0,4.85E-06,0
0,16106,6.49E-05,0,0
0,16113,0,0,4.85E-06
0,16122,0,0,0
0,16127,0,0,0
0,16134,0.815816965,0,0
0,16143,0,0,5.11E-05
0,16147,0,0,0
0,16155,0,3.84E-06,0
0,16163,0,0.004790902,0
0,16169,0,0,0
0,16176,9.90E-09,1.03E-08,0.004790902
0,16183,0,1.90E-08,9.39E-09
0,16190,0,1.05E-08,2.22E-05
0,16197,9.50E-09,9.50E-09,9.50E-09
0,16204,2.12E-08,0,1.05E-08
0,16211,0,0,1.90E-08
0,16219,0,0,0
0,16225,0,0,0
1,16232,0,0,0
1,16239,0,0,0
4,16246,0,2.92E-08,0
0,16253,0,0,0
2,16260,0.040539177,0.059863783,0
0,16267,2.14E-05,0.006333936,0
1,16273,0,0,0.059863783
0,16281,0.00400787,0.000413281,4.64E-05
0,16288,0.028265497,0,0.001239443
0,16294,0,0.033489219,0.000413281
4,16302,0,0.005067476,0
2,16309,0,0.002196703,0.326843249
0,16317,0,0,0.133531679
1,16323,0.104244194,0.047299776,0.003559253
3,16330,0,0.009495466,0
2,16337,0.000543959,0,0.00134571
0,16344,1.647374384,0,0.040945274
2,16350,3.11E-05,0,0
5,16358,9.20E-07,0,0
4,16365,0,0,0.122076923
3,16374,0,0,0
0,16379,0,0,0
0,16388,0,0,0
1,16392,0,0,0
0,16394,0.000153879,0,0
0,16407,0,0.000351384,0
1,16414,0,0,0
0,16421,0.124298511,1.09E-05,0.029586671
0,16078,0,0,0
0,16085,0,3.47E-07,0
0,16093,0,0,1.38E-05
0,16099,0,5.39E-06,0
0,16106,6.87E-05,0,0
0,16113,0,0,5.39E-06
0,16121,0,0,6.60E-06
0,16127,0,0,0
0,16134,0.835073705,0,0
0,16141,0,0,0
0,16147,0,0,0
0,16155,0,3.71E-06,0
0,16163,0,0.002017693,0
0,16169,0,0,0
1,16176,1.24E-08,1.22E-08,0.002017693
0,16183,0,2.27E-08,1.12E-08
0,16190,0,1.24E-08,1.76E-05
0,16197,1.14E-08,1.14E-08,1.14E-08
0,16204,2.53E-08,0,1.24E-08
0,16211,0,0,2.27E-08
0,16219,0,0,0
0,16225,0,0,0
0,16232,0,0,0
0,16239,0,0,0
0,16246,0,4.34E-08,0
0,16253,0,0,0
0,16260,0.038783329,0.059943595,0
0,16267,8.00E-06,0.006932251,0
0,16273,0,0,0.059943595
0,16281,0.003809641,0.000368808,0.000151546
0,16288,0.031380403,0,0.00128039
0,16294,0,0.038598641,0.000368808
0,16302,0,0.006398425,0
0,16309,0,0.002503006,0.352639594
0,16317,0,0,0.125162403
0,16323,0.120012817,0.048410123,0.003522224
0,16330,0,0.010888008,0
3,16337,0.000104685,0,0.002067096
2,16344,1.602649565,0,0.048733113
2,16350,2.78E-05,0,0
3,16358,8.30E-07,0,0
0,16365,0,0,0.134733608
0,16374,0,0,0
0,16379,0,0,0
1,16388,0,0,0
0,16392,0,0,0
0,16394,0.00015478,0,0
0,16407,0,0.000577474,0
1,16414,0,0,0
0,16078,0,0,0
0,16085,0,1.16E-07,0
0,16093,0,0,3.10E-06
0,16099,0,0,0
0,16106,1.02E-05,0,0
0,16113,0,0,0
0,16121,0,0,0
0,16127,0,0,0
0,16134,0.979746714,0,0
0,16141,0,0,0
0,16147,0.000207123,0,0
0,16155,0,2.73E-06,0
0,16163,0,0,0
0,16169,0,0,2.51E-10
0,16176,0,0,0
0,16190,0,0,0
1,16197,0,0,0
0,16204,0,2.03E-08,0
1,16211,0,0,0
0,16219,0,0,0
5,16225,0,0,0
90,16232,0,0,0
75,16239,0,0,0
0,16246,0,1.11E-08,0
58,16253,0,0,0
54,16260,0.035218658,0.025277735,0
0,16267,0,0,0
45,16273,0,0,0.025277735
24,16281,0.000318722,0.00011017,7.23E-05
0,16288,0.007765198,0,0
0,16294,0,0.011147377,0.00011017
0,16302,0,0.088441236,0
0,16309,2.63E-05,0.000567761,0.194743937
0,16317,0,0,0.120408875
0,16323,0.032526604,0.002505425,0.000996643
0,16330,0,0.0229968,0
5,16337,0,0,0.000377814
0,16344,1.756502747,0,0.181810845
11,16350,0,0,0
24,16358,1.64E-07,0,0
0,16365,0,0,0.099899152
9,16374,0,0,0
9,16379,0,0,0
19,16387,0,0,0
1,16392,0,0,0
6,16394,3.75E-05,0,0
0,16407,0,0.000304837,0
0,16414,0,0,0
0,16421,0.137154054,8.99E-07,0.021252143
0,16078,0,0,0
0,16085,0,1.98E-07,0
0,16093,0,0,7.51E-06
0,16099,0,0,0
0,16106,0,0,0
0,16113,0,0,0
0,16121,0,0,0
0,16127,0,0,0
0,16134,1.159119352,0,0
0,16141,0,0,0
0,16147,0.000216515,0,0
0,16155,0,2.63E-06,0
0,16163,0,0,0
0,16169,0,0,1.01E-10
0,16176,0,0,0
0,16183,0,0,0
0,16190,0,0,1.26E-07
0,16197,0,0,0
0,16204,0,3.73E-08,0
0,16211,0,0,0
0,16219,0,0,0
1,16225,0,0,0
0,16232,0,0,0
0,16239,0,0,0
1,16246,0,2.14E-08,0
0,16253,0,0,0
0,16260,0.035196413,0.044541697,0
2,16267,0,0,0
0,16273,0,0,0.044541697
0,16281,0.000493166,0.000106083,0
0,16288,0.016106154,0,0
0,16294,0,0.013000367,0.000106083
6,16302,0,0.093000014,0
1,16309,3.72E-05,0.000217158,0.151527381
0,16317,0,0,0.125184739
0,16323,0.017448106,0.002016184,0.000724581
10,16330,0,0.023868294,0
8,16337,0,0,0.000345631
0,16344,1.743440198,0,0.227589942
18,16350,0,0,0
26,16358,1.82E-07,0,0
14,16374,0,0,0
3,16379,0,0,0
0,16387,0,0,0
1,16392,0,0,0
0,16394,2.09E-05,0,0
0,16407,0,0,0
0,16414,0,0,0
0,16421,0.117226093,8.79E-07,0.014586622
0,16078,0,0,0
0,16085,0,2.52E-07,0
0,16093,0,0,7.43E-06
0,16099,0,0,0
0,16106,3.28E-05,0,0
0,16113,0,0,0
0,16121,0,0,1.50E-06
0,16127,0,0,0
0,16134,1.054242281,0,0
0,16141,0,0,0
0,16147,0.000235946,0,0
0,16155,0,2.97E-06,0
0,16163,0,0,0
0,16169,0,0,0
0,16176,0,0,0
0,16183,0,0,0
0,16190,0,0,4.43E-06
2,16197,0,0,0
0,16204,0,2.15E-08,0
0,16211,0,0,0
0,16219,0,0,0
0,16225,0,0,0
3,16232,0,0,0
2,16239,0,0,0
2,16246,0,1.43E-08,0
4,16253,0,0,0
0,16260,0.036781871,0.028584114,0
4,16267,0,0,0
2,16273,0,0,0.028584114
1,16281,0.000782685,9.60E-05,0
0,16288,0.023059215,0,0
0,16294,0,0.012476353,9.60E-05
7,16302,0,0.082152913,0
9,16309,2.90E-05,0.00038468,0.168342242
2,16317,0,0,0.128274627
3,16323,0.034074272,0.001946203,0.001225052
29,16330,0,0.020567854,0
36,16337,0,0,0.000186164
21,16344,1.725063063,0,0.178976391
21,16350,0,0,0
19,16358,3.02E-07,0,0
0,16365,0,0,0.085685785
7,16374,0,0,0
21,16379,0,0,0
12,16387,0,0,0
5,16392,0,0,0
2,16394,5.80E-05,0,0
0,16407,0,0.000187466,0
0,16414,0,0,0
0,16421,0.114623705,1.80E-06,0.016243021
0,16078,0,0,0
0,16085,0,6.59E-08,0
0,16092,0,0,0
0,16106,0,0,0
0,16113,0,0,0
0,16127,0,0,0
0,16134,1.134776876,0,0
0,16148,0,0,0
0,16155,0,0,0
0,16163,0,0,0
0,16190,0,9.74E-11,0
0,16198,1.81E-10,1.81E-10,1.81E-10
0,16204,0,0,9.74E-11
0,16211,0,0,1.81E-10
0,16218,0,0,0
1,16232,0,0,0
0,16239,0,0,0
0,16246,0,1.42E-09,0
0,16253,0,0,0
0,16260,0,0.02500186,0
0,16267,0,0.007165918,0
0,16274,5.61E-06,0,0.045444966
0,16281,0.085596738,9.94E-05,9.25E-05
0,16288,0,0,0.004485679
0,16295,0,0.158922907,0
0,16302,0,0.399419633,0
0,16309,1.23E-05,0.000363415,0.414404525
0,16316,0,0,2.85E-05
0,16323,0,0.000782182,0
0,16330,0,0.027807982,0
0,16337,0,0,0.001606342
9,16351,0,0,0.000119317
0,16358,3.86E-08,0,0
4,16365,0,0,0.174308032
0,16379,2.95E-05,0,0
1,16388,0,0,0
0,16393,0,0,0
0,16399,0,0,0
0,16407,0,0,0
0,16414,0,0,0
0,16421,0.18853752,1.95E-07,0.022500805
0,16078,0,0,0
0,16085,0,1.18E-07,0
0,16092,0,0,0
0,16106,0,0,0
0,16113,0,0,0
0,16127,0,0,0
0,16134,1.163045627,0,0
0,16148,0,0,0
0,16155,0,0,0
0,16163,0,3.87E-05,0
0,16177,0,0,3.28E-07
0,16190,0,7.34E-11,0
0,16198,1.41E-10,1.41E-10,1.41E-10
0,16204,0,0,7.34E-11
0,16211,0,0,1.41E-10
0,16218,0,0,0
0,16225,0,0,0
0,16232,0,0,0
0,16239,0,0,0
0,16246,0,9.79E-09,0
0,16253,0,0,0
0,16260,0,0.047050598,0
0,16267,0,0.017655385,0
0,16274,6.66E-06,0,0.067541113
0,16281,0.086678418,6.30E-05,6.80E-05
0,16288,0.000116299,0,0.003287123
0,16295,0,0.150953063,0
0,16302,0,0.343038309,0
0,16309,1.46E-05,0.000483436,0.421917192
0,16316,0,1.59E-07,3.25E-05
0,16323,0.000178679,0.002372075,0
11,16330,0,0.026179199,0
0,16337,0,0,0.001759971
30,16351,0,0,0.000107455
0,16358,0,0,0
0,16365,0,0,0.183664888
0,16379,3.66E-05,0,0
1,16388,0,0,0
0,16393,0,0,0
0,16399,0,0,0
0,16407,0,0,0
0,16414,0,0,0
0,16421,0.210588348,6.19E-08,0.02544028
0,16078,0,0,0
0,16085,0,1.63E-07,0
0,16092,0,0,0
0,16106,0,0,0
0,16113,0,0,0
0,16127,0,0,9.96E-14
0,16134,1.153276911,0,0
0,16148,0,0,0
0,16155,0,0,0
0,16163,0,9.14E-05,0
0,16177,5.21E-12,0,0
0,16190,0,1.19E-10,0
0,16198,2.65E-10,2.65E-10,2.65E-10
0,16204,0,0,1.19E-10
0,16211,0,0,2.65E-10
0,16218,0,0,0
0,16225,0,0,0
0,16232,0,0,0
0,16239,0,0,0
0,16246,0,1.40E-08,0
0,16253,0,0,0
0,16260,0,0.048067661,0
0,16267,0,0.022802075,0
0,16274,8.10E-06,0,0.073434023
0,16281,0.074458884,1.95E-05,2.40E-05
0,16288,0.001693793,0,0.001970311
0,16295,0,0.135391936,0
0,16302,0,0.285100894,0
0,16309,1.02E-05,0.000679272,0.419843772
0,16316,0,2.89E-07,1.62E-05
0,16323,0.001847775,0.004642988,0
11,16330,0,0.02506255,0
0,16337,0,0,0.002086342
12,16351,0,0,9.55E-05
6,16358,0,0,0
0,16365,0,0,0.192128111
0,16379,0,0,0
2,16388,0,0,0
0,16393,0,0,0
0,16399,0,0,0
0,16407,0,0,0
0,16414,0,0,0
0,16421,0.22039071,0,0.02811107
0,16078,0,0,0
0,16085,0,3.98E-07,0
0,16127,0,0,0
0,16141,0,0,0
0,16155,0,1.38E-07,0
0,16169,0,0,1.09E-08
1,16176,2.30E-08,2.29E-08,0.000416547
0,16190,0,2.29E-08,0
0,16197,2.27E-08,2.27E-08,2.27E-08
0,16211,0,0,4.54E-08
0,16218,0,0,0
0,16232,0,0,0
0,16239,0,0,0
1,16253,0,0,0
1,16260,0.014975399,0.035959097,0
0,16267,0,0.202723706,0
1,16274,1.18E-05,0,0
7,16281,0.02562586,0,0.000132881
2,16288,0.186116068,0,0.056062614
0,16295,0,0.032224104,0
0,16302,0,1.475200338,0
16,16309,9.41E-08,0,0.106474094
0,16316,0,0,0.008082902
0,16323,0.104247763,0.150147215,0
25,16330,0,0,0
42,16339,0,0,0
13,16344,0.911933131,0,0
19,16351,0,0,0.001226859
19,16357,0.000915353,0.001226859,0
0,16358,2.61E-07,0,0
9,16372,0,0,0
3,16379,6.51E-06,0,0
2,16388,0,0,0
2,16393,0,0,0
0,16399,0,0,0
0,16407,0,0,0
2,16414,0,0,0
0,16421,0.281110039,7.94E-07,0
0,16078,0,0,0
0,16085,0,4.76E-07,0
0,16127,0,0,0
0,16141,0,0,0
0,16155,0,0,0
0,16169,0,0,2.35E-08
0,16176,4.33E-08,4.32E-08,0.000692482
0,16190,0,4.32E-08,0
0,16197,4.27E-08,4.27E-08,4.27E-08
0,16211,0,0,8.54E-08
0,16218,0,0,0
0,16232,0,0,0
0,16239,0,0,0
0,16246,0,3.19E-08,0
1,16253,0,0,0
0,16260,0.013754551,0.032992227,0
3,16267,0,0.194908503,0
1,16274,2.72E-05,0,0.000387229
0,16281,0.020313551,0,0.00015807
0,16288,0.274654269,0,0.053354568
0,16295,0,0.075432538,0
0,16302,0,1.510439239,0
5,16309,2.19E-06,0,0.105288309
0,16316,0,0,0.003665415
2,16323,0.109416656,0.140715962,0
9,16330,0,0,0
11,16339,0,0,0
9,16344,0.858653684,0,0.001791474
4,16351,0,0,0.001048685
23,16357,0.000882833,0.001048685,0
7,16358,4.22E-07,0,0
0,16372,0,0,0
0,16379,0,0,0
0,16388,0,0,0
0,16393,0,0,0
0,16399,0,0,0
0,16407,0,0,0
0,16414,0,0,0
0,16421,0.276417859,1.15E-06,0
0,16078,0,0,0
0,16085,0,2.65E-07,0
0,16127,0,0,0
1,16141,0,0,0
4,16155,0,6.48E-08,0
0,16169,0,0,7.75E-09
0,16176,2.41E-08,2.40E-08,0.000590022
0,16190,0,2.41E-08,0
1,16197,2.38E-08,2.38E-08,2.38E-08
0,16211,0,0,4.76E-08
0,16218,0,0,0
0,16232,0,0,0
0,16239,0,0,0
0,16246,0,3.11E-08,0
3,16253,0,0,0
2,16260,0.016702603,0.016202152,0
1,16267,0,0.13294749,0
3,16274,3.28E-05,0,0.000111117
3,16281,0.030976961,0,0.000104825
3,16288,0.175344757,0,0.036950134
0,16295,0,0.032162332,0
0,16302,0,1.369469119,0
24,16309,0,0,0.104765869
4,16316,0,0,0.003295683
10,16323,0.12569569,0.114710153,0
155,16330,0,0,0
155,16339,0,4.30E-06,0
83,16344,0.783603586,0,0.003200162
71,16351,0,0,0.001182717
0,16357,0.000915105,0.001182717,0
41,16358,3.37E-07,0,0
11,16372,0,0,0
16,16379,0.000116971,0,0
4,16388,0,0,0
0,16393,0,0,0
0,16399,0,0,0
0,16407,0,0,0
3,16414,0,0,0
0,16421,0.301280384,8.97E-07,0
0,16078,0,0,0
0,16085,0,3.33E-07,0
0,16127,0,0,0
0,16141,0,0,0
0,16155,0,0,0
0,16169,0,0,1.40E-08
1,16176,3.88E-08,3.87E-08,0.000726719
0,16190,0,3.87E-08,0
0,16211,0,0,7.66E-08
0,16218,0,0,0
0,16232,0,0,0
0,16239,0,0,0
0,16246,0,3.50E-08,0
0,16253,0,0,0
2,16260,0.015486876,0.02072603,0
0,16267,0,0.138003103,0
0,16274,4.24E-05,0,0.000472392
0,16281,0.028670809,0,0.000123127
0,16288,0.225443962,0,0.037497968
2,16295,0,0.062387939,0
0,16302,0,1.431060903,0
13,16309,7.10E-07,0,0.104892749
0,16316,0,0,0.002415364
26,16323,0.133526428,0.110194962,0
32,16330,0,0,0
34,16339,0,4.34E-06,0
8,16344,0.761426787,0,0.004674621
6,16351,0,0,0.0010283
23,16357,0.000878127,0.0010283,0
16,16358,3.76E-07,0,0
7,16372,0,0,0
0,16379,8.46E-05,0,0
0,16388,0,0,0
0,16393,0,0,0
0,16399,0,0,0
0,16407,0,0,0
1,16414,0,0,0
0,16421,0.294647724,9.71E-07,0
0,16078,0,0,0
0,16085,0,1.78E-07,0
0,16078,0,0,0
0,16085,0,1.16E-07,0
0,16127,0,0,0
0,16141,0,0,0
0,16155,0,0,0
0,16169,0,0,0
0,16176,0,0,0.000201712
0,16190,0,0,1.66E-06
0,16197,0,0,0
0,16211,0,0,0
0,16218,0,0,0
0,16232,0,0,0
0,16239,0,0,0
0,16246,0,1.06E-08,0
0,16253,0,0,0
0,16260,0.018235481,0.002299998,0
0,16267,0,0.067780863,0
0,16274,4.29E-05,0,0
3,16281,0.101454802,0,0
1,16288,0.244702515,0,0.01904206
2,16295,2.87E-06,0.134278223,0
0,16302,0,1.224766922,0
16,16309,3.15E-06,0,0.104100815
1,16316,0,1.83E-08,0
19,16323,0.119837894,0.056614686,0
96,16330,0,0,0
20,16339,0,2.96E-06,0
10,16344,0.697795677,0,0.000803963
5,16351,0,0,0.001034229
27,16357,0.000880172,0.001034229,0
0,16358,1.13E-07,0,0
0,16372,0,0,0
0,16379,5.69E-05,0,0
0,16388,0,0,0
0,16393,0,0,0
0,16399,0,0,0
1,16407,0,2.48E-05,0
0,16414,0,0,0
0,16421,0.308706913,2.06E-07,0
0,16078,0,0,0
0,16085,0,2.59E-07,0
0,16127,0,0,0
1,16141,0,0,0
0,16155,0,0,0
2,16169,0,0,6.29E-09
0,16176,2.17E-08,2.16E-08,0.00053042
0,16190,0,2.16E-08,0
2,16197,2.14E-08,2.14E-08,2.14E-08
1,16211,0,0,4.28E-08
1,16218,0,0,0
0,16232,0,0,0
0,16246,0,2.77E-08,0
0,16253,0,0,0
0,16260,0.016373407,0.013138605,0
0,16267,0,0.106148211,0
2,16274,4.93E-05,0,0.00031639
0,16281,0.022108491,0,4.45E-05
1,16288,0.183548994,0,0.028492621
1,16295,0,0.064997751,0
7,16302,0,1.375602906,0
8,16309,7.59E-07,0,0.103278054
0,16316,0,0,0.001331395
9,16323,0.149666287,0.083426819,0
150,16330,0,0,0
38,16339,0,4.93E-06,0
67,16344,0.70324065,0,0.00370223
