spp,trapDay,ppt_1_1,ppt_2_1,ppt_15_1
0,16136,0.005442175,0,0
0,16143,0,0,6.53E-05
0,16157,0,0,0.000150869
0,16164,0,2.19E-05,0
0,16171,0,0,0
0,16178,0,0,0
0,16185,0,0,0
0,16191,1.52E-07,0,0
0,16198,0,0,0
0,16205,0,3.99E-07,0
0,16212,0,0,0
0,16219,0,0,0
0,16226,0,0,1.60E-07
0,16233,0,0,0
0,16240,0,0,0
0,16247,0,0,0
0,16254,0,0,0
0,16261,0.080173177,0.004424499,0
0,16268,0.216651293,0,0.079262353
0,16275,0,0.064990743,0
0,16282,0.018146794,0,0
0,16290,0.002558031,0,0
0,16297,0.313184271,0,0.106574855
1,16304,0.002002478,0.060653331,0
0,16318,0,0.000226878,0
0,16325,1.580504195,0,0
0,16332,0.010235322,0,0
0,16339,0,0,0
0,16345,0.104986862,0,0
0,16367,0,0,0.000199772
1,16374,0,0,0
0,16388,0,0,0
0,16395,0,0,0
0,16409,0,0.774294061,0
0,16422,0,0.141876035,0.774294061
0,16077,0,0,0
0,16084,0,0,0
0,16099,0,2.98E-06,0
0,16105,0.000180038,0,0
0,16112,6.27E-06,0,2.98E-06
0,16126,0,1.05E-12,0
0,16133,0,4.68E-06,0
0,16147,0,0,0
0,16154,0,0,0
0,16161,0,0,0
0,16168,0,0,0
0,16175,0,0,0
0,16183,3.15E-06,0,0
0,16190,0,0,0
0,16197,0,0,0
0,16204,0,6.06E-09,0
0,16211,0,0,0
0,16218,0,0,0
0,16225,0,0,0
0,16232,0,0,0
0,16239,0,0,0
0,16246,0,5.73E-09,0
0,16252,0,0,0
2,16259,0.002435649,0,5.73E-09
62,16273,0,0,0.035334517
3,16280,0,0.000709379,0
6,16287,0.038585867,0,0
0,16077,0,0,0
0,16084,0,0,0
0,16099,0,0,0
0,16105,0.000171896,0,0
0,16112,3.31E-05,0,0
0,16126,0,0,0
0,16133,2.52E-05,1.32E-05,0
0,16140,0,0,0
0,16147,0,0,0
0,16154,0,0,0
0,16161,0,0,0
0,16168,0,0,0
0,16175,0,0,0
0,16183,2.57E-06,0,0
0,16190,0,0,0
0,16197,0,0,0
0,16204,0,2.16E-09,0
0,16211,0,0,0
0,16218,0,0,0
0,16225,0,0,0
0,16232,0,0,0
0,16239,0,0,0
0,16246,0,0,0
0,16252,0,0,0
7,16259,0.0015686,0,0
13,16273,0,0,0.079653568
0,16280,0.000668193,0.000642392,0
0,16287,0.023816497,0,0
2,16294,0,0.012091,0.000144151
1,16301,0.000172697,0.021208967,0
0,16308,4.12E-05,0.042777166,0.176499687
12,16316,0,0,1.35E-05
0,16324,0,0.013200163,0.000332791
11,16329,0,0.001334722,0
42,16337,0,0,0.013200163
14,16345,0.023642203,0,0.001214181
0,16350,6.27E-08,0,0
75,16357,0.000105456,5.75E-05,0
52,16364,0,1.44E-05,0
6,16371,0,0,0
3,16378,0,0,0
12,16381,0,0,0
2,16392,0,0,0
0,16395,0,0,0
0,16399,0,0,0
0,16406,0,0,0
0,16413,0.000477671,0,0
0,16420,0,1.29E-05,0.000955894
0,16077,0,0,0
0,16084,0,0,0
0,16099,0,5.32E-06,0
0,16105,0.000195268,0,0
0,16112,3.38E-05,0,5.32E-06
0,16126,0,0,0
0,16133,3.31E-05,1.11E-05,0
0,16140,0,0,0
0,16147,0,0,0
0,16154,0,0,0
0,16161,0,0,0
0,16168,0,0,0
0,16175,0,0,0
0,16183,2.21E-06,0,0
0,16190,0,0,0
0,16197,0,0,0
0,16204,0,1.82E-08,0
0,16211,0,0,0
1,16218,0,0,0
0,16225,0,0,0
0,16232,0,0,0
0,16239,0,0,0
0,16246,0,1.91E-08,0
0,16252,0,0,0
0,16259,0.003333877,9.07E-05,1.91E-08
2,16273,0,0,0.067199347
0,16280,0,0.000546297,0
0,16287,0.030961962,0,0
0,16294,0,0.019945566,0.000172066
0,16301,0.000160025,0.022687735,0
0,16308,0.000111461,0.040043964,0.157959552
0,16316,0,0,9.46E-06
0,16325,3.688948005,0.002054082,0
4,16329,0,0.001440416,0
5,16337,0,0,0.012057984
13,16350,1.58E-06,0,0
29,16357,0.00011088,6.24E-05,0
12,16364,0,7.01E-05,0
0,16371,0,0,0
2,16378,0,0,0
4,16381,0,0,0
0,16392,0,0,0
1,16395,0,0,0
1,16399,0,0,0
0,16406,0,0,0
2,16413,0.000546579,0,0
0,16420,0,1.04E-05,0.000987712
0,16077,0,0,0
0,16084,0,0,0
0,16099,0,6.05E-06,0
0,16105,0.000200357,0,0
0,16112,3.34E-05,0,6.05E-06
0,16126,0,0,0
0,16133,4.08E-05,7.72E-06,0
0,16140,0,0,0
0,16147,0,0,0
0,16154,0,0,0
0,16161,0,0,0
0,16168,0,0,0
0,16175,0,0,0
0,16183,2.16E-06,0,0
0,16190,0,0,0
2,16197,0,0,0
0,16204,0,2.14E-08,0
0,16211,0,0,0
0,16218,0,0,0
0,16225,0,0,0
0,16232,0,0,0
1,16239,0,0,0
1,16246,0,2.78E-08,0
0,16252,0,0,0
0,16259,0.004349626,0.00025034,2.78E-08
1,16273,0,0,0.064297902
0,16280,0,0.000515488,0
0,16287,0.031500237,0,0
1,16294,0,0.020174766,0.000181709
0,16301,0.00015996,0.023856194,0
0,16308,0.00013044,0.03783532,0.158094463
0,16316,0,0,1.01E-05
6,16329,0,0.001354425,0
7,16337,0,0,0.01074834
12,16350,2.16E-06,0,0
11,16357,0.000118084,6.70E-05,0
19,16364,0,9.69E-05,0
0,16371,0,0,0
1,16378,0,0,0
3,16381,0,0,0
0,16392,0,0,0
0,16395,0,0,0
0,16399,0,0,0
0,16406,0,0,0
0,16413,0.000587389,0,0
0,16420,0,9.69E-06,0.000942605
0,16077,0,0,0
0,16084,0,0,0
0,16099,0,5.39E-06,0
0,16105,0.000193278,0,0
0,16112,2.20E-05,0,5.39E-06
0,16126,0,0,0
0,16133,1.72E-05,7.50E-07,0
0,16140,0,0,0
0,16147,0,0,0
0,16154,0,0,0
0,16161,0,0,0
0,16168,0,0,0
0,16175,2.07E-11,0,0
0,16183,2.59E-06,0,2.07E-11
0,16190,0,0,0
0,16197,0,0,0
0,16204,0,1.57E-08,0
0,16211,0,0,0
0,16218,0,0,0
0,16232,0,0,0
0,16239,0,0,0
0,16246,0,2.56E-08,0
0,16252,0,0,0
0,16259,0.004388172,0,2.56E-08
0,16273,0,0,0.062979779
0,16280,0,0.000609413,0
0,16287,0.029733667,0,0
0,16294,0,0.014798544,0.000196026
0,16301,0.000175971,0.029037833,0
0,16308,9.71E-05,0.035085988,0.185947418
0,16316,0,1.49E-07,0
0,16329,0,0.001093156,1.49E-07
1,16337,0,0,0.00913312
10,16343,0,0,0.015678673
0,16350,1.99E-06,0,0
13,16357,0.00012858,7.53E-05,0
2,16364,0,7.19E-05,0
0,16371,0,0,0
0,16378,0,0,0
2,16381,0,0,0
0,16392,0,0,0
0,16395,0,0,0
0,16399,0,0,0
0,16406,0,0,0
0,16413,0.000615338,0,0
0,16420,0,1.14E-05,0.000747376
0,16077,0,0,0
0,16084,0,0,0
0,16099,0,5.08E-06,0
0,16105,0.000196607,0,0
0,16112,2.34E-05,0,5.08E-06
0,16126,0,0,0
0,16133,3.44E-05,0,0
0,16140,0,0,0
0,16147,6.60E-06,0,0
0,16154,0,0,0
0,16161,0,0,0
0,16168,0,0,0
0,16175,9.54E-10,8.64E-10,0
0,16183,2.35E-06,1.81E-09,9.54E-10
0,16190,0,8.20E-10,0
0,16197,9.06E-10,9.06E-10,9.06E-10
0,16204,0,1.57E-08,8.20E-10
0,16211,0,0,1.81E-09
0,16218,0,0,0
0,16225,0,0,0
0,16232,0,0,0
0,16239,0,0,0
0,16246,0,2.96E-08,0
0,16252,0,0,0
0,16259,0.005852857,0,2.96E-08
1,16273,0,0,0.074570293
0,16280,0,0.000543503,0
0,16294,0,0.015268982,0.000194612
0,16301,0.000174795,0.027607323,0
0,16308,0.000119604,0.032457358,0.147957577
5,16316,0,2.71E-07,1.05E-06
0,16325,4.30625268,0.000727392,0
0,16329,0,0.00097121,2.71E-07
7,16337,0,0,0.007346321
0,16350,2.30E-06,0,0
13,16357,0.000140789,8.11E-05,0
10,16364,0,9.84E-05,0
4,16371,0,0,0
0,16378,0,0,0
8,16381,0,0,0
0,16392,0,0,0
0,16395,0,0,0
0,16399,0,0,0
0,16406,0,0,0
1,16413,0.000673183,0,0
0,16420,0,9.84E-06,0.000692321
0,16077,0,0,0
0,16084,0,0,0
0,16099,0,4.67E-06,0
0,16105,0.000233144,0,0
0,16112,3.60E-05,0,4.67E-06
0,16126,0,0,0
0,16133,9.39E-05,6.88E-06,0
0,16140,0,0,0
0,16147,9.13E-05,0,0
0,16154,0,0,0
0,16161,0,0,0
0,16168,0,0,3.73E-07
0,16175,8.25E-10,8.05E-10,0
1,16183,7.00E-07,1.49E-09,8.25E-10
0,16190,0,6.47E-10,0
0,16197,7.44E-10,7.44E-10,7.44E-10
0,16204,0,1.75E-08,6.47E-10
0,16211,0,0,1.49E-09
0,16219,0,0,0
0,16226,0,0,0
1,16233,0,0,0
0,16240,0,0,0
0,16247,0,0,0
0,16253,0,0,0
0,16260,0.024459245,0.058011922,0
0,16275,0.005102048,0.000251887,0.001738987
0,16281,0.002226246,0.000191484,9.98E-05
0,16289,0.036546764,0,0
0,16296,0.010524414,0.442109356,0.012287779
0,16302,0,0.037055399,0
1,16310,0.000143436,0.001794724,0.053109629
0,16317,0,0,0.091960089
0,16324,0,0.007176501,0.000519703
0,16330,0,0.014579587,0
2,16338,0,6.73E-05,0.000815803
5,16345,0,0,0.00067138
0,16351,0,0,6.73E-05
10,16358,9.87E-08,0,0
7,16365,0,0,0.170819303
0,16379,1.74E-05,0,0
2,16387,0,0,0
0,16393,0,0,0
0,16400,0,0,0
0,16407,0,0.001064869,0
0,16414,0,0,0
0,16422,0.001924488,0.1200115,0.773690579
0,16077,0,0,0
0,16084,0,0,0
0,16099,0,4.19E-06,0
0,16105,0.000243171,0,0
0,16112,4.91E-05,0,4.19E-06
0,16077,0,0,0
0,16084,0,0,0
0,16098,0,0,0
0,16105,0.0001028,0,0
0,16112,0,0,1.40E-08
0,16126,0,4.67E-12,0
0,16185,1.81E-10,1.81E-10,9.04E-11
0,16192,9.06E-11,1.81E-10,0
0,16199,1.81E-10,0,9.06E-11
0,16206,1.81E-10,0,1.81E-10
0,16213,0,0,0
0,16220,0,0,3.05E-09
0,16227,0,0,0
0,16234,0,0,0
0,16241,0,0,0
0,16248,0,0,0
0,16262,0,0.000602207,0
1,16269,0.009652729,0,0
0,16276,0,0,0
0,16283,0.000131111,0,0
0,16290,0,0,0
0,16297,0.005153142,0.003170594,0.101093084
0,16304,0.000706567,0.157777418,0
4,16311,0.001030923,0.000270315,0.000241446
0,16318,0,0.036795004,6.66E-05
3,16337,0,0,0.001168937
0,16343,2.92E-05,0,0
3,16344,0.917317748,0,0.009253422
3,16357,0.000319982,0.000234669,0
0,16365,0,0,0.014027622
0,16372,0,0,0
0,16379,6.14E-06,0,0
0,16387,0,0,0
0,16393,0,0,0
0,16399,0,0,0
0,16408,0,0,0
0,16413,0.002237745,0,0
2,16423,3.83E-06,0.00051935,0.002237745
0,16077,0,0,0
0,16084,0,0,0
0,16098,0,0,0
0,16105,0.000186912,0,0
0,16126,0,0,0
0,16141,0,0,0
0,16148,0,0,0
0,16169,0,0,5.36E-10
0,16176,3.32E-09,3.62E-09,0
0,16184,0,3.37E-09,6.73E-09
0,16191,0,3.64E-09,9.14E-09
0,16198,6.73E-09,6.73E-09,6.73E-09
0,16205,3.95E-09,1.69E-07,6.73E-09
0,16212,0,0,9.13E-09
0,16219,0,0,3.13E-07
0,16226,0,0,0
0,16233,0,0,0
0,16240,0,0,0
0,16248,0,0,0
0,16254,0,0,0
0,16261,0,0,0
0,16268,0.075483371,8.33E-05,0.120901908
0,16275,0,0.026968236,0.001099807
0,16282,0,0,0
0,16289,0.075096778,0,0
0,16296,0.000767987,0.128285965,0
0,16303,0.001999986,0,0
0,16311,0.00477848,0.000321579,4.99E-05
0,16318,0,0.027515627,0
0,16324,0.007033339,0.000184009,0.000321579
0,16331,0,0.646554572,0.027515627
21,16337,0,0,0.000184009
2,16346,0,0,5.43E-05
0,16360,0.000136616,0,0.00064969
20,16367,0,0,0.000184012
14,16374,0,0,0
0,16379,0,0,0
0,16387,0,0,0
0,16393,0,0,0
0,16400,0,0,0
0,16407,0,0,0
0,16409,0,0.496903787,0
0,16422,0.000475946,0.036284223,0.496903787
0,16077,0,0,0
0,16084,0,0,0
0,16098,0,0,0
0,16105,0.000311764,0,0
0,16112,0,0,0
0,16126,0,6.63E-12,0
0,16141,6.75E-12,0,0
0,16156,0,2.59E-09,0
0,16169,0,0,2.59E-09
0,16182,0,8.01E-09,0
0,16189,4.00E-09,4.00E-09,4.06E-09
0,16196,8.01E-09,8.01E-09,8.01E-09
0,16204,6.17E-09,4.89E-09,4.05E-09
0,16210,4.71E-07,0,4.00E-09
0,16218,0,0,2.35E-07
0,16224,0,0,0
0,16231,0,0,0
0,16246,0,1.96E-08,0
0,16252,0,0,0
0,16259,0.004283165,0.005485651,1.96E-08
0,16273,0,0,0
0,16280,0,0,0.001100701
0,16287,0.245628916,0,0
0,16294,0,0.003845823,0.000994333
0,16301,0,0,0
0,16308,0.007867929,0.018987589,1.439188824
0,16316,0,0,0.00211838
0,16323,0,0,0.000621663
0,16329,0,0.001680803,0
0,16336,0.000207503,0,0
0,16344,0.894887053,0,0
0,16350,0.038061071,0,0
0,16360,6.56E-05,0,0.038061072
0,16364,0,0.00212026,0
0,16371,0,0,0
0,16380,0,0,0
0,16388,0,0,0
0,16394,0,0,0
0,16406,0,0,0
0,16420,0,1.12E-06,0
0,16422,0,0.027753666,0.582371531
0,16077,0,0,0
0,16084,0,0,0
0,16098,0,0,0
0,16105,0.000330885,0,0
0,16112,0,0,0
0,16126,0,2.33E-11,0
0,16141,2.35E-11,0,0
0,16156,0,5.41E-09,0
0,16169,0,0,5.41E-09
0,16182,0,8.88E-09,0
0,16189,4.44E-09,4.44E-09,4.42E-09
0,16196,8.88E-09,8.88E-09,8.88E-09
0,16204,8.25E-09,3.51E-09,4.41E-09
0,16210,4.97E-07,0,4.44E-09
0,16218,0,0,2.39E-07
0,16224,0,0,0
0,16231,0,0,0
0,16246,0,3.85E-08,0
0,16252,0,0,0
0,16259,0.005611437,0.007426026,3.85E-08
0,16266,0,0.07056948,0
0,16273,0,0,0.000676666
0,16280,0,0,0.000653068
0,16287,0.202739199,0,0
0,16294,0,0.005430219,0.001072446
0,16301,0,5.21E-05,0
0,16308,0.014719067,0.022032559,1.389699993
0,16316,0,0,0.003343303
0,16323,0,0.000194297,0.000375888
0,16329,0,0.001998777,0
0,16336,0.000236961,0,0.000194297
0,16344,0.928178846,0,0
0,16345,0,0,0.000212416
0,16350,0.032250136,0,0
0,16360,6.00E-05,0,0.032250136
0,16364,0,0.005330023,0
0,16371,0,0,0
0,16380,0,0,0
0,16388,0,0,0
0,16394,0,0,0
0,16406,0,0,0
0,16420,0,1.55E-06,0
0,16422,0,0.026572605,0.589143599
0,16077,0,0,6.00E-06
0,16084,0,0,0
0,16098,0,0,4.76E-07
0,16105,0.000239616,0,0
0,16112,0,0,0
0,16126,0,3.33E-11,0
0,16135,0.010237298,0,0
0,16140,0,0,0
0,16077,0,0,0
0,16084,0,0,0
0,16098,0,0,0
0,16105,0.000239402,0,0
0,16112,0,0,6.44E-08
0,16126,0,0,0
0,16141,0,0,0
0,16148,0,0,0
0,16169,0,0,0
0,16176,0,2.21E-09,0.000217471
0,16184,0,1.56E-09,3.09E-09
0,16191,0,2.24E-09,9.81E-09
0,16198,3.11E-09,3.11E-09,3.11E-09
0,16205,3.49E-09,2.10E-07,3.11E-09
0,16212,0,0,9.78E-09
0,16219,0,0,5.71E-07
0,16226,0,0,0
0,16233,0,0,0
0,16240,0,0,0
0,16246,0,2.91E-08,0
0,16254,0,0,0
0,16261,0,0,0
0,16268,0.028887518,0.000160073,0.083829984
0,16275,0,0.017615802,0.001394472
0,16282,0,0,0
0,16289,0.077888389,0,0
0,16296,0.000869102,0.12777531,0
